ID,log2 fold change,Average Expression,moderated t-statistic,nominal p-value,Benjamini-Hochberg adjusted p-value,Gene Symbol,Gene Title,Chromosomal Location,Alignments
206635_at,0.095,4.026,3.659,4.16E-04,7.41E-03,CHRNB2,"cholinergic receptor, nicotinic, beta 2 (neuronal)",chr1q21.3,chr1:154540256-154549083 (+) // 98.53 // q21.3
1569147_at,-0.102,3.992,-3.659,4.17E-04,7.41E-03,---,---,---,chr5:68484110-68485310 (-) // 66.69 // q13.2
213463_s_at,-0.113,7.049,-3.659,4.17E-04,7.41E-03,FAM149B1,"family with sequence similarity 149, member B1",chr10q22.2,chr10:74934448-75004262 (+) // 87.83 // q22.2
206279_at,-0.129,4.110,-3.659,4.17E-04,7.41E-03,PRKY,"protein kinase, Y-linked",chrYp11.2,chrY:7142013-7249589 (+) // 83.26 // p11.2
206053_at,-0.100,3.968,-3.658,4.19E-04,7.43E-03,ZNF510,zinc finger protein 510,chr9q22.33,chr9:99518146-99538530 (-) // 61.08 // q22.33
222621_at,0.256,7.035,3.657,4.20E-04,7.44E-03,DNAJC1,"DnaJ (Hsp40) homolog, subfamily C, member 1",chr10p12.31,chr10:22045476-22292633 (-) // 92.63 // p12.31
219633_at,-0.169,5.714,-3.656,4.21E-04,7.47E-03,TTPAL,tocopherol (alpha) transfer protein-like,chr20q13.12,chr20:43104544-43119212 (+) // 95.12 // q13.12
231324_at,0.102,4.773,3.655,4.22E-04,7.47E-03,---,---,---,chr22:24168102-24168440 (+) // 7.95 // q11.23
224775_at,0.201,5.785,3.655,4.22E-04,7.47E-03,IWS1,IWS1 homolog (S. cerevisiae),chr2q14.3,chr2:128238388-128284018 (-) // 97.7 // q14.3
203652_at,0.097,6.203,3.655,4.22E-04,7.47E-03,MAP3K11,mitogen-activated protein kinase kinase kinase 11,chr11q13.1-q13.3,chr11:65365228-65381708 (-) // 99.02 // q13.1
201534_s_at,-0.136,8.246,-3.653,4.25E-04,7.51E-03,UBL3,ubiquitin-like 3,chr13q12-q13,chr13:30339748-30423781 (-) // 96.66 // q12.3
203718_at,0.128,4.398,3.652,4.28E-04,7.55E-03,PNPLA6,patatin-like phospholipase domain containing 6,chr19p13.2,chr19:7599750-7626647 (+) // 98.75 // p13.2
229254_at,-0.222,4.441,-3.651,4.28E-04,7.55E-03,MFSD4,major facilitator superfamily domain containing 4,chr1q32.1,chr1:205570825-205572046 (+) // 46.46 // q32.1
217894_at,-0.171,5.859,-3.651,4.28E-04,7.55E-03,KCTD3,potassium channel tetramerisation domain containing 3,chr1q41,chr1:215740884-215795073 (+) // 82.81 // q41
235240_at,-0.140,5.828,-3.650,4.29E-04,7.55E-03,ATXN3,ataxin 3,chr14q21,chr14:92524711-92525828 (-) // 88.37 // q32.12
235394_at,-0.136,5.432,-3.650,4.29E-04,7.55E-03,PLAA,phospholipase A2-activating protein,chr9p21,chr9:26903367-26904044 (-) // 89.04 // p21.2
1553286_at,-0.150,5.275,-3.650,4.29E-04,7.55E-03,ZNF555,zinc finger protein 555,chr19p13.3,chr19:2841441-2854025 (+) // 97.99 // p13.3
212229_s_at,0.133,7.894,3.650,4.30E-04,7.55E-03,FBXO21,F-box protein 21,chr12q24.22,chr12:117581370-117628301 (-) // 96.28 // q24.22
1566785_x_at,0.112,3.450,3.647,4.34E-04,7.61E-03,NSF,N-ethylmaleimide-sensitive factor,chr17q21,chr17:44496952-45239115 (+) // 44.93 // q21.31
212450_at,-0.139,8.036,-3.647,4.34E-04,7.61E-03,SECISBP2L,SECIS binding protein 2-like,chr15q21.1,chr15:49280840-49338658 (-) // 97.73 // q21.1
225256_at,-0.152,8.807,-3.647,4.34E-04,7.61E-03,---,---,---,chr19:57816389-57819926 (+) // 31.09 // q13.43
204937_s_at,-0.099,8.724,-3.647,4.35E-04,7.62E-03,ZNF274,zinc finger protein 274,chr19qter,chr19:58694453-58724920 (+) // 99.96 // q13.43
224374_s_at,0.252,6.334,3.645,4.37E-04,7.66E-03,EMILIN2,elastin microfibril interfacer 2,chr18p11.3,chr18:2847027-2914090 (+) // 98.63 // p11.32
202751_at,-0.118,4.671,-3.644,4.39E-04,7.67E-03,TFIP11,tuftelin interacting protein 11,chr22q12.1,chr22:26887190-26908450 (-) // 98.12 // q12.1
231919_at,-0.151,5.176,-3.644,4.39E-04,7.68E-03,DBT,dihydrolipoamide branched chain transacylase E2,chr1p31,chr1:100652477-100654537 (-) // 78.53 // p21.2
238485_at,-0.145,5.597,-3.643,4.40E-04,7.68E-03,---,---,---,chr15:67695949-67697137 (-) // 86.37 // q23
225028_at,-0.161,5.615,-3.642,4.41E-04,7.70E-03,LOC550643,hypothetical LOC550643,chrXp11.1,chrX:56755659-56844810 (+) // 80.04 // p11.21
40273_at,0.109,6.550,3.642,4.42E-04,7.72E-03,SPHK2,sphingosine kinase 2,chr19q13.2,chr19:49132938-49133662 (+) // 84.14 // q13.33
233899_x_at,-0.370,5.898,-3.641,4.44E-04,7.74E-03,ZBTB10,zinc finger and BTB domain containing 10,chr8q13-q21.1,chr8:81431663-81434294 (+) // 96.79 // q21.13
203685_at,-0.164,9.655,-3.640,4.45E-04,7.75E-03,BCL2,B-cell CLL/lymphoma 2,chr18q21.33|18q21.3,chr18:60790578-60985930 (-) // 96.58 // q21.33
220925_at,0.128,7.932,3.638,4.48E-04,7.79E-03,NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit",chr9q21.33,chr9:88556060-88631573 (+) // 98.91 // q21.33
225426_at,-0.091,7.897,-3.637,4.49E-04,7.80E-03,PPP6C,"protein phosphatase 6, catalytic subunit",chr9q33.3,chr9:127908852-127910911 (-) // 97.49 // q33.3
219209_at,-0.186,10.621,-3.637,4.49E-04,7.80E-03,IFIH1,interferon induced with helicase C domain 1,chr2q24,chr2:163123590-163174985 (-) // 97.72 // q24.2
202684_s_at,-0.136,6.616,-3.636,4.51E-04,7.83E-03,RNMT,RNA (guanine-7-) methyltransferase,chr18p11.21,chr18:13731473-13760163 (+) // 97.99 // p11.21
223162_s_at,-0.169,10.013,-3.636,4.51E-04,7.83E-03,KIAA1147,KIAA1147,chr7q34,chr7:141356529-141357648 (-) // 98.42 // q34
216748_at,0.194,3.544,3.635,4.52E-04,7.84E-03,PYHIN1,"pyrin and HIN domain family, member 1",chr1q23.1,chr1:158908212-158909800 (+) // 58.56 // q23.1
222438_at,-0.165,7.307,-3.635,4.53E-04,7.84E-03,MED4,mediator complex subunit 4,chr13q14.2,chr13:48649813-48669251 (-) // 88.5 // q14.2
234196_at,0.158,4.316,3.635,4.53E-04,7.84E-03,---,---,---,chr12:95014382-95016612 (-) // 90.09 // q22
1557385_at,0.205,4.060,3.634,4.54E-04,7.86E-03,FAM161A,"family with sequence similarity 161, member A",chr2p15,chr2:62063191-62081199 (-) // 88.72 // p15
224391_s_at,-0.161,5.870,-3.634,4.55E-04,7.86E-03,SIAE,sialic acid acetylesterase,chr11q24,chr11:124505693-124543616 (-) // 94.73 // q24.2
217734_s_at,0.103,8.151,3.631,4.58E-04,7.92E-03,WDR6,WD repeat domain 6,chr3p21.31,chr3:49044825-49053382 (+) // 99.63 // p21.31
39835_at,0.159,5.443,3.630,4.59E-04,7.93E-03,SBF1,SET binding factor 1,chr22q13.33,chr22:50885235-50904857 (-) // 75.68 // q13.33
212244_at,-0.085,8.322,-3.630,4.60E-04,7.94E-03,GCOM1 /// GRINL1A,"GRINL1A complex locus /// glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A",chr15q21.3 /// chr15q22.1,chr15:57998910-58009755 (+) // 81.23 // q21.3 /// chr4:68904133-68908238 (+) // 68.9 // q13.2
242240_at,-0.157,3.775,-3.629,4.61E-04,7.94E-03,---,---,---,---
234445_at,-0.165,4.615,-3.629,4.61E-04,7.94E-03,ZNRD1-AS,ZNRD1 antisense RNA (non-protein coding),chr6p22.1,chr6:30020293-30025255 (-) // 57.1 // p22.1
228452_at,-0.135,6.445,-3.629,4.61E-04,7.94E-03,C17orf39,chromosome 17 open reading frame 39,chr17p11.2,chr17:17971014-17971718 (+) // 93.15 // p11.2
201248_s_at,0.105,5.756,3.629,4.62E-04,7.94E-03,SREBF2,sterol regulatory element binding transcription factor 2,chr22q13,chr22:42229157-42302370 (+) // 96.75 // q13.2
212160_at,-0.123,10.302,-3.628,4.62E-04,7.95E-03,XPOT,"exportin, tRNA (nuclear export receptor for tRNAs)",chr12q14.2,chr12:64798230-64842974 (+) // 91.06 // q14.2
236368_at,0.211,4.527,3.628,4.63E-04,7.96E-03,KIAA0368,KIAA0368,chr9q31.3,chr9:114126072-114126534 (-) // 93.42 // q31.3
223750_s_at,-0.246,7.840,-3.627,4.66E-04,7.99E-03,TLR10,toll-like receptor 10,chr4p14,chr4:38774658-38784579 (-) // 95.26 // p14
230226_s_at,-0.124,6.388,-3.626,4.66E-04,8.00E-03,KDM5A,lysine (K)-specific demethylase 5A,chr12p11,chr12:390772-391245 (-) // 98.54 // p13.33
234997_x_at,-0.140,8.523,-3.626,4.67E-04,8.00E-03,---,---,---,chr1:247350513-247351813 (-) // 39.5 // q44 /// chr12:133631222-133632449 (-) // 38.55 // q24.33
222866_s_at,-0.196,3.647,-3.625,4.68E-04,8.01E-03,FLVCR2,"feline leukemia virus subgroup C cellular receptor family, member 2",chr14q24.3,chr14:76041228-76114507 (+) // 95.35 // q24.3
201793_x_at,0.110,3.459,3.625,4.68E-04,8.01E-03,SMG7,"Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)",chr1q25,chr1:183498101-183523326 (+) // 97.77 // q25.3
225279_s_at,-0.118,3.674,-3.623,4.71E-04,8.05E-03,C3orf17,chromosome 3 open reading frame 17,chr3q13.2,chr3:112721929-112738553 (-) // 89.15 // q13.2
221063_x_at,0.103,4.011,3.622,4.73E-04,8.08E-03,RNF123,ring finger protein 123,chr3p24.3,chr3:49739811-49758959 (+) // 99.25 // p21.31
219048_at,-0.145,7.157,-3.621,4.74E-04,8.10E-03,PIGN,"phosphatidylinositol glycan anchor biosynthesis, class N",chr18q21.33,chr18:59711781-59854180 (-) // 95.37 // q21.33
213882_at,-0.172,5.610,-3.621,4.75E-04,8.11E-03,TM2D1,TM2 domain containing 1,chr1p31.3,chr1:62146718-62148079 (-) // 63.87 // p31.3
212794_s_at,0.279,7.458,3.620,4.75E-04,8.11E-03,KIAA1033,KIAA1033,chr12q24.11,chr12:105501491-105562908 (+) // 98.56 // q23.3
243386_at,-0.241,5.624,-3.620,4.76E-04,8.11E-03,CASZ1,castor zinc finger 1,chr1p36.22,chr1:10696666-10697246 (-) // 62.68 // p36.22
216175_at,0.102,4.127,3.619,4.78E-04,8.14E-03,---,---,---,chr7:44158291-44160297 (-) // 42.44 // p13
225416_at,-0.091,8.512,-3.618,4.80E-04,8.16E-03,RLIM,"ring finger protein, LIM domain interacting",chrXq13-q21,chrX:73804835-73806870 (-) // 87.67 // q13.2
217776_at,-0.084,10.431,-3.616,4.82E-04,8.19E-03,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis),chr14q24.1,chr14:68143520-68162460 (-) // 93.58 // q24.1
218052_s_at,0.132,7.118,3.615,4.83E-04,8.21E-03,ATP13A1,ATPase type 13A1,chr19p13.11,chr19:19756008-19772925 (-) // 100.0 // p13.11
210251_s_at,0.278,4.802,3.613,4.87E-04,8.26E-03,RUFY3,RUN and FYVE domain containing 3,chr4q13.3,chr4:71570870-71655520 (+) // 93.26 // q13.3
1557954_at,-0.106,6.958,-3.613,4.88E-04,8.28E-03,TXLNG,taxilin gamma,chrXp22.2,chrX:16860489-16862212 (+) // 99.54 // p22.2
221014_s_at,-0.150,6.046,-3.611,4.90E-04,8.31E-03,RAB33B,"RAB33B, member RAS oncogene family",chr4q28,chr4:140374960-140397067 (+) // 86.69 // q31.1
38269_at,0.104,8.847,3.611,4.92E-04,8.33E-03,PRKD2,protein kinase D2,chr19q13.3,chr19:47177572-47204203 (-) // 84.45 // q13.32
226267_at,-0.223,6.585,-3.610,4.93E-04,8.34E-03,JDP2,Jun dimerization protein 2,chr14q24.3,chr14:75894478-75937158 (+) // 89.38 // q24.3
221593_s_at,-0.134,8.841,-3.609,4.93E-04,8.34E-03,RPL31,ribosomal protein L31,chr2q11.2,chr2:101619163-101622884 (+) // 96.03 // q11.2
207831_x_at,0.107,8.342,3.609,4.93E-04,8.34E-03,DHPS,deoxyhypusine synthase,chr19p13,chr19:12786533-12792677 (-) // 97.8 // p13.2
243550_at,-0.181,5.392,-3.609,4.94E-04,8.34E-03,ZDHHC21,"zinc finger, DHHC-type containing 21",chr9p22.3,chr9:14617024-14617487 (-) // 98.92 // p22.3
212742_at,0.097,8.772,3.608,4.96E-04,8.37E-03,RNF115,ring finger protein 115,chr1q21.1,chr1:145611054-145688949 (+) // 87.52 // q21.1
204453_at,-0.119,7.927,-3.606,4.99E-04,8.42E-03,ZNF84,zinc finger protein 84,chr12q24.33,chr12:133613977-133636188 (+) // 97.88 // q24.33
241150_at,0.136,4.956,3.605,5.00E-04,8.43E-03,SPTAN1,"Spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)",chr9q33-q34,chr9:131314888-131315615 (+) // 58.33 // q34.11
1554983_at,0.094,3.913,3.605,5.01E-04,8.43E-03,C21orf117,chromosome 21 open reading frame 117,---,chr21:23095613-23099413 (-) // 9.61 // q21.1
225734_at,-0.112,8.889,-3.604,5.02E-04,8.45E-03,FBXO22,F-box protein 22,chr15q24.2,chr15:76196304-76226449 (+) // 88.04 // q24.2
238578_at,-0.133,3.667,-3.604,5.03E-04,8.46E-03,TMEM182,transmembrane protein 182,chr2q12.1,chr2:103432138-103433421 (+) // 95.06 // q12.1
208994_s_at,0.182,8.680,3.604,5.03E-04,8.46E-03,PPIG,peptidylprolyl isomerase G (cyclophilin G),chr2q31.1,chr2:170440878-170494254 (+) // 86.82 // q31.1
221683_s_at,0.350,4.495,3.603,5.04E-04,8.46E-03,CEP290,centrosomal protein 290kDa,chr12q21.32,chr12:88504977-88534810 (-) // 98.1 // q21.32
239364_at,-0.118,4.994,-3.603,5.05E-04,8.47E-03,---,---,---,chr12:12045167-12045882 (-) // 98.89 // p13.2
207433_at,-0.346,6.532,-3.602,5.06E-04,8.48E-03,IL10,interleukin 10,chr1q31-q32,chr1:206940947-206945810 (-) // 77.51 // q32.1
205801_s_at,-0.125,9.561,-3.602,5.06E-04,8.48E-03,RASGRP3,RAS guanyl releasing protein 3 (calcium and DAG-regulated),chr2p25.1-p24.1,chr2:33738941-33789672 (+) // 95.72 // p22.3
200918_s_at,0.101,8.655,3.601,5.07E-04,8.49E-03,SRPR,signal recognition particle receptor (docking protein),chr11q24.2,chr11:126132829-126138708 (-) // 97.27 // q24.2
212297_at,-0.091,10.005,-3.601,5.08E-04,8.50E-03,ATP13A3,ATPase type 13A3,chr3q29,chr3:194123402-194125811 (-) // 98.89 // q29
207821_s_at,-0.361,5.003,-3.600,5.10E-04,8.53E-03,PTK2,PTK2 protein tyrosine kinase 2,chr8q24.3,chr8:141669174-141856385 (-) // 97.67 // q24.3
1555326_a_at,-0.150,4.050,-3.599,5.10E-04,8.53E-03,ADAM9,ADAM metallopeptidase domain 9,chr8p11.22,chr8:38854549-38961235 (+) // 100.0 // p11.22
205147_x_at,0.215,7.617,3.599,5.10E-04,8.53E-03,NCF4,"neutrophil cytosolic factor 4, 40kDa",chr22q13.1,chr22:37257057-37273960 (+) // 99.21 // q12.3
228705_at,0.202,4.958,3.598,5.13E-04,8.55E-03,CAPN12,calpain 12,chr19q13.2,chr19:39220912-39221865 (-) // 71.03 // q13.2
227223_at,0.324,7.420,3.598,5.13E-04,8.55E-03,---,---,---,chr20:34327241-34330149 (-) // 96.57 // q11.22
219177_at,-0.118,8.505,-3.598,5.14E-04,8.56E-03,BRIX1,"BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)",chr5p13.2,chr5:34915814-34925785 (+) // 99.95 // p13.2
236388_at,-0.104,6.268,-3.597,5.14E-04,8.56E-03,STRN,"striatin, calmodulin binding protein",chr2p22.2,chr2:37073809-37074329 (-) // 96.83 // p22.2
213087_s_at,-0.119,4.223,-3.597,5.14E-04,8.56E-03,EEF1D,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),chr8q24.3,chr8:144661899-144679566 (+) // 91.15 // q24.3 /// chr19:14181153-14182151 (-) // 87.58 // p13.12
205027_s_at,-0.257,8.118,-3.597,5.15E-04,8.56E-03,MAP3K8,mitogen-activated protein kinase kinase kinase 8,chr10p11.23,chr10:30723192-30750761 (+) // 96.92 // p11.23
56829_at,0.094,5.045,3.597,5.15E-04,8.56E-03,TRAPPC9,trafficking protein particle complex 9,chr8q24.3,chr8:140742588-140743404 (-) // 95.87 // q24.3
204523_at,-0.120,7.857,-3.596,5.16E-04,8.58E-03,ZNF140,zinc finger protein 140,chr12q24.33,chr12:133657439-133683991 (+) // 99.29 // q24.33
201624_at,-0.120,9.799,-3.595,5.17E-04,8.59E-03,DARS,aspartyl-tRNA synthetase,chr2q21.3,chr2:136664253-136743117 (-) // 94.19 // q21.3
1555971_s_at,-0.136,7.106,-3.595,5.19E-04,8.60E-03,FBXO28,F-box protein 28,chr1q42.11,chr1:224346601-224347740 (+) // 77.8 // q42.11
218748_s_at,-0.146,5.976,-3.593,5.22E-04,8.66E-03,EXOC5,exocyst complex component 5,chr14q22.3,chr14:57675305-57735554 (-) // 99.7 // q22.3
204211_x_at,-0.089,7.747,-3.592,5.24E-04,8.67E-03,EIF2AK2,eukaryotic translation initiation factor 2-alpha kinase 2,chr2p22-p21,chr2:37333698-37376403 (-) // 88.28 // p22.2
219956_at,-0.184,6.863,-3.591,5.25E-04,8.69E-03,GALNT6,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6),chr12q13,chr12:51747167-51773565 (-) // 78.24 // q13.13
219289_at,-0.133,7.965,-3.589,5.28E-04,8.73E-03,HEATR3,HEAT repeat containing 3,chr16q12.1,chr16:50099900-50140295 (+) // 98.68 // q12.1
228714_at,0.126,6.251,3.589,5.28E-04,8.73E-03,---,---,---,chr2:179300228-179301929 (+) // 77.63 // q31.2
221763_at,-0.110,9.147,-3.588,5.30E-04,8.76E-03,JMJD1C,jumonji domain containing 1C,chr10q21.3,chr10:64926980-64967801 (-) // 98.77 // q21.3
225994_at,-0.087,8.787,-3.587,5.32E-04,8.78E-03,CPSF2,"cleavage and polyadenylation specific factor 2, 100kDa",chr14q31.1,chr14:92588328-92630400 (+) // 64.25 // q32.12
228171_s_at,0.101,3.884,3.587,5.32E-04,8.78E-03,PLEKHG4,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4",chr16q22.1,chr16:67322840-67323383 (+) // 95.94 // q22.1
222281_s_at,0.519,7.002,3.587,5.33E-04,8.78E-03,LOC100505650,hypothetical LOC100505650,---,chr1:206279129-206280971 (-) // 36.27 // q32.1
225290_at,-0.109,9.372,-3.587,5.33E-04,8.78E-03,ETNK1,ethanolamine kinase 1,chr12p12.1,chr12:22842159-22843597 (+) // 93.24 // p12.1
226524_at,-0.089,8.544,-3.586,5.34E-04,8.78E-03,C3orf38,chromosome 3 open reading frame 38,chr3p11.1,chr3:88199147-88206744 (+) // 97.36 // p11.1
201194_at,0.141,6.646,3.586,5.34E-04,8.79E-03,SEPW1,"selenoprotein W, 1",chr19q13.3,chr19:48281981-48287939 (+) // 96.97 // q13.33
240964_at,-0.219,4.020,-3.584,5.38E-04,8.84E-03,---,---,---,chr10:89625386-89625838 (+) // 100.0 // q23.31
227859_at,-0.104,5.858,-3.583,5.39E-04,8.84E-03,DNAJC27,"DnaJ (Hsp40) homolog, subfamily C, member 27",chr2p23.3,chr2:25166508-25167295 (-) // 94.07 // p23.3
219976_at,0.327,5.493,3.583,5.39E-04,8.84E-03,HOOK1,hook homolog 1 (Drosophila),chr1p32.1,chr1:60280594-60338642 (+) // 98.01 // p32.1
230127_at,-0.306,5.461,-3.583,5.40E-04,8.85E-03,---,---,---,chrX:45604639-45605121 (-) // 95.63 // p11.3
201073_s_at,0.153,6.084,3.583,5.40E-04,8.85E-03,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",chr3p21.31,chr3:47627383-47823406 (-) // 95.97 // p21.31
206451_at,-0.110,6.599,-3.581,5.43E-04,8.89E-03,TBCCD1,TBCC domain containing 1,chr3q27.3,chr3:186264129-186285112 (-) // 85.96 // q27.3
1555851_s_at,0.127,7.778,3.581,5.43E-04,8.89E-03,SEPW1,"selenoprotein W, 1",chr19q13.3,chr19:48285436-48287939 (+) // 57.92 // q13.33
206587_at,-0.129,5.622,-3.581,5.43E-04,8.89E-03,CCT6B,"chaperonin containing TCP1, subunit 6B (zeta 2)",chr17q12,chr17:33254939-33288456 (-) // 99.37 // q12
219826_at,-0.102,6.147,-3.580,5.44E-04,8.90E-03,ZNF419,zinc finger protein 419,chr19q13.43,chr19:57999108-58006031 (+) // 88.86 // q13.43
209411_s_at,0.091,6.918,3.579,5.46E-04,8.92E-03,GGA3,"golgi-associated, gamma adaptin ear containing, ARF binding protein 3",chr17q25.1,chr17:73232694-73257677 (-) // 98.48 // q25.1
222334_at,0.245,3.505,3.578,5.49E-04,8.96E-03,LOC100505650,hypothetical LOC100505650,---,chr1:206279446-206279923 (-) // 80.58 // q32.1
203602_s_at,0.131,5.571,3.576,5.51E-04,8.99E-03,ZBTB17,zinc finger and BTB domain containing 17,chr1p36.13,chr1:16268365-16302514 (-) // 97.88 // p36.13
229274_at,0.328,4.573,3.576,5.52E-04,9.00E-03,GNAS,GNAS complex locus,chr20q13.3,chr20:57468656-57469603 (+) // 91.89 // q13.32
1553247_a_at,-0.129,4.281,-3.574,5.56E-04,9.06E-03,ZNF709,zinc finger protein 709,chr19p13.2,chr19:12572372-12662288 (-) // 79.8 // p13.2
1564063_a_at,-0.162,6.072,-3.573,5.58E-04,9.09E-03,ATP11B,"ATPase, class VI, type 11B",chr3q27,chr3:182583314-182631891 (+) // 99.96 // q26.33
207845_s_at,-0.086,8.820,-3.573,5.59E-04,9.09E-03,ANAPC10,anaphase promoting complex subunit 10,chr4q31,chr4:145916319-146019341 (-) // 97.13 // q31.21
242727_at,-0.176,5.901,-3.572,5.60E-04,9.10E-03,ARL5B,ADP-ribosylation factor-like 5B,chr10p12.31,chr10:18966426-18966943 (+) // 93.32 // p12.31
222848_at,-0.141,8.398,-3.571,5.61E-04,9.11E-03,CENPK,centromere protein K,chr5p15.2-q12.3,chr5:64813593-64858985 (-) // 92.46 // q12.3
215605_at,0.164,4.817,3.571,5.62E-04,9.12E-03,NCOA2,Nuclear receptor coactivator 2,chr8q13.3,chr8:71074132-71075496 (-) // 60.3 // q13.3
217960_s_at,0.090,8.622,3.570,5.63E-04,9.13E-03,TOMM22,translocase of outer mitochondrial membrane 22 homolog (yeast),chr22q12-q13,chr22:39077971-39079856 (+) // 100.0 // q13.1
203204_s_at,0.184,5.436,3.570,5.63E-04,9.13E-03,KDM4A,lysine (K)-specific demethylase 4A,chr1p34.1,chr1:44115823-44170150 (+) // 97.57 // p34.1
221526_x_at,0.644,4.884,3.570,5.64E-04,9.13E-03,PARD3,par-3 partitioning defective 3 homolog (C. elegans),chr10p11.21,chr10:34398488-35104211 (-) // 95.5 // p11.22
225863_s_at,0.193,7.550,3.569,5.65E-04,9.15E-03,C19orf12,chromosome 19 open reading frame 12,chr19q12,chr19:30191396-30206429 (-) // 73.29 // q12
215701_at,0.100,4.638,3.568,5.67E-04,9.18E-03,---,---,---,---
222415_at,-0.113,8.845,-3.566,5.71E-04,9.23E-03,MLL3,myeloid/lymphoid or mixed-lineage leukemia 3,chr7q36.1,chr7:151832009-151936154 (-) // 98.18 // q36.1
219266_at,-0.135,5.837,-3.565,5.72E-04,9.25E-03,ZNF350,zinc finger protein 350,chr19q13.41,chr19:52467628-52477786 (-) // 99.29 // q13.41
213336_at,0.125,5.311,3.562,5.80E-04,9.36E-03,BAZ1B,"bromodomain adjacent to zinc finger domain, 1B",chr7q11.23,chr7:72855339-72856474 (-) // 96.65 // q11.23
231956_at,0.302,5.307,3.561,5.81E-04,9.37E-03,RNF213,ring finger protein 213,chr17q25.3,chr17:78261757-78310700 (+) // 96.29 // q25.3
206931_at,-0.176,6.232,-3.561,5.81E-04,9.37E-03,ZNF141,zinc finger protein 141,chr4p16.3,chr4:331623-369047 (+) // 99.03 // p16.3
238797_at,0.129,5.090,3.561,5.82E-04,9.37E-03,TRIM11,tripartite motif-containing 11,chr1q42.13,chr1:228583231-228584185 (-) // 18.16 // q42.13
225334_at,-0.149,8.447,-3.560,5.83E-04,9.38E-03,C10orf32,chromosome 10 open reading frame 32,chr10q24.32,chr10:104614015-104624896 (+) // 86.03 // q24.32
232238_at,0.264,4.910,3.558,5.87E-04,9.44E-03,ASPM,"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)",chr1q31,chr1:197073859-197104330 (-) // 99.11 // q31.3
225146_at,0.122,3.833,3.558,5.87E-04,9.44E-03,C9orf25,chromosome 9 open reading frame 25,chr9p13.3,chr9:34398185-34458301 (-) // 93.15 // p13.3
200964_at,0.175,7.392,3.557,5.89E-04,9.46E-03,UBA1,ubiquitin-like modifier activating enzyme 1,chrXp11.23,chrX:47053391-47074526 (+) // 99.59 // p11.23
241393_at,-0.146,4.148,-3.557,5.89E-04,9.46E-03,IPP,Intracisternal A particle-promoted polypeptide,chr1p34-p32,chr1:46162726-46163096 (-) // 53.23 // p34.1
214544_s_at,-0.130,6.432,-3.555,5.93E-04,9.50E-03,SNAP23,"synaptosomal-associated protein, 23kDa",chr15q14,chr15:42787851-42823815 (+) // 98.41 // q15.1
217595_at,-0.106,3.560,-3.555,5.93E-04,9.50E-03,GSPT1,G1 to S phase transition 1,chr16p13.1,chr16:11964839-11965958 (-) // 70.94 // p13.13
235819_at,-0.139,4.983,-3.553,5.96E-04,9.54E-03,---,---,---,chr1:52554600-52555083 (-) // 60.78 // p32.3
235779_at,-0.126,4.002,-3.553,5.96E-04,9.54E-03,LOC284408,hypothetical LOC284408,chr19q13.13,chr19:37318551-37319012 (+) // 74.16 // q13.12
203147_s_at,0.240,7.337,3.553,5.97E-04,9.55E-03,TRIM14,tripartite motif-containing 14,chr9q22.33,chr9:100846511-100881594 (-) // 80.89 // q22.33
225169_at,0.086,6.994,3.553,5.97E-04,9.55E-03,INTS4,integrator complex subunit 4,chr11q14.1,chr11:77589767-77705712 (-) // 99.02 // q14.1
233019_at,-0.112,5.456,-3.552,5.99E-04,9.57E-03,CNOT7,"CCR4-NOT transcription complex, subunit 7",chr8p22-p21.3,chr8:17098802-17100695 (-) // 58.41 // p22
228900_at,-0.102,3.619,-3.552,5.99E-04,9.57E-03,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,chr17p11.2,chr17:20221482-20222336 (+) // 92.99 // p11.2 /// chr17:16590540-16591404 (+) // 87.44 // p11.2
